user_id,gender,age_group,occupation
2041,F,25-34,writer
2042,M,under_18,k12_student
2043,M,25-34,sales_marketing
2044,F,45-49,other
2045,F,under_18,other
2046,M,35-44,academic_educator
2047,M,under_18,k12_student
2048,M,50-55,doctor_health_care
2049,F,50-55,other
2050,F,35-44,clerical_admin
2051,M,35-44,executive_managerial
2052,M,under_18,k12_student
2053,M,45-49,lawyer
2054,M,25-34,programmer
2055,M,50-55,lawyer
2056,M,25-34,college_grad_student
2057,M,35-44,academic_educator
2058,F,56+,academic_educator
2059,M,35-44,other
2060,M,under_18,academic_educator
2061,M,56+,academic_educator
2062,M,18-24,college_grad_student
2063,M,25-34,college_grad_student
2064,M,35-44,academic_educator
2065,M,25-34,doctor_health_care
2066,F,25-34,doctor_health_care
2067,M,50-55,self_employed
2068,F,35-44,programmer
2069,M,56+,scientist
2070,F,35-44,doctor_health_care
2071,M,45-49,executive_managerial
2072,F,50-55,programmer
2073,F,18-24,college_grad_student
2074,M,18-24,college_grad_student
2075,F,25-34,college_grad_student
2076,M,18-24,college_grad_student
2077,M,18-24,other
2078,M,18-24,college_grad_student
2079,M,under_18,k12_student
2080,M,25-34,lawyer
2081,M,18-24,technician_engineer
2082,M,under_18,unemployed
2083,M,18-24,college_grad_student
2084,M,18-24,college_grad_student
2085,M,18-24,other
2086,M,35-44,sales_marketing
2087,M,25-34,other
2088,M,50-55,executive_managerial
2089,M,35-44,technician_engineer
2090,M,35-44,technician_engineer
2091,F,35-44,writer
2092,M,56+,academic_educator
2093,M,18-24,other
2094,M,35-44,artist
2095,M,56+,retired
2096,F,25-34,technician_engineer
2097,M,18-24,customer_service
2098,M,35-44,writer
2099,F,18-24,other
2100,F,25-34,other
2101,M,25-34,self_employed
2102,M,25-34,lawyer
2103,M,35-44,programmer
2104,M,45-49,scientist
2105,M,25-34,academic_educator
2106,F,18-24,writer
2107,M,25-34,academic_educator
2108,M,under_18,k12_student
2109,M,25-34,self_employed
2110,M,50-55,lawyer
2111,M,56+,retired
2112,F,45-49,programmer
2113,M,25-34,doctor_health_care
2114,M,18-24,tradesman_craftsman
2115,M,35-44,technician_engineer
2116,M,18-24,college_grad_student
2117,M,56+,retired
2118,M,25-34,sales_marketing
2119,M,35-44,college_grad_student
2120,M,under_18,other
2121,M,56+,retired
2122,M,35-44,programmer
2123,F,35-44,other
2124,M,25-34,other
2125,M,35-44,clerical_admin
2126,M,56+,sales_marketing
2127,M,18-24,college_grad_student
2128,F,45-49,academic_educator
2129,M,25-34,customer_service
2130,M,45-49,other
2131,M,25-34,other
2132,M,56+,sales_marketing
2133,F,under_18,k12_student
2134,M,18-24,k12_student
2135,M,50-55,academic_educator
2136,M,35-44,tradesman_craftsman
2137,F,under_18,k12_student
2138,F,18-24,college_grad_student
2139,F,50-55,clerical_admin
2140,M,45-49,sales_marketing
2141,F,50-55,self_employed
2142,F,45-49,sales_marketing
2143,M,18-24,college_grad_student
2144,M,18-24,other
2145,M,18-24,k12_student
2146,M,18-24,artist
2147,F,18-24,other
2148,F,18-24,other
2149,M,25-34,other
2150,F,18-24,college_grad_student
2151,M,56+,retired
2152,M,18-24,college_grad_student
2153,M,18-24,self_employed
2154,M,25-34,programmer
2155,F,under_18,k12_student
2156,M,18-24,unemployed
2157,F,18-24,clerical_admin
2158,M,25-34,programmer
2159,F,50-55,sales_marketing
2160,F,18-24,unemployed
2161,F,35-44,artist
2162,F,under_18,k12_student
2163,M,18-24,other
2164,M,35-44,other
2165,M,25-34,executive_managerial
2166,M,under_18,k12_student
2167,F,25-34,doctor_health_care
2168,M,under_18,k12_student
2169,M,under_18,other
2170,F,50-55,self_employed
2171,M,35-44,other
2172,M,18-24,writer
2173,M,50-55,retired
2174,M,50-55,programmer
2175,M,25-34,college_grad_student
2176,M,under_18,unemployed
2177,F,35-44,writer
2178,M,45-49,sales_marketing
2179,F,25-34,other
2180,M,25-34,programmer
2181,M,25-34,other
2182,F,25-34,college_grad_student
2183,F,56+,academic_educator
2184,M,18-24,college_grad_student
2185,M,45-49,technician_engineer
2186,M,18-24,customer_service
2187,M,45-49,self_employed
2188,F,18-24,unemployed
2189,M,under_18,k12_student
2190,F,25-34,scientist
2191,M,18-24,college_grad_student
2192,F,25-34,other
2193,M,under_18,k12_student
2194,M,25-34,technician_engineer
2195,M,under_18,k12_student
2196,M,25-34,programmer
2197,F,25-34,academic_educator
2198,F,35-44,homemaker
2199,M,under_18,k12_student
2200,M,35-44,academic_educator
2201,M,56+,writer
2202,F,under_18,k12_student
2203,M,45-49,programmer
2204,M,56+,clerical_admin
2205,F,25-34,executive_managerial
2206,M,45-49,executive_managerial
2207,M,18-24,college_grad_student
2208,M,25-34,other
2209,M,35-44,executive_managerial
2210,M,45-49,technician_engineer
2211,M,45-49,doctor_health_care
2212,M,18-24,college_grad_student
2213,F,25-34,other
2214,F,25-34,academic_educator
2215,F,25-34,other
2216,F,25-34,writer
2217,M,under_18,k12_student
2218,M,35-44,technician_engineer
2219,M,25-34,doctor_health_care
2220,F,50-55,clerical_admin
2221,M,56+,technician_engineer
2222,F,45-49,academic_educator
2223,M,25-34,artist
2224,M,25-34,programmer
2225,M,25-34,customer_service
2226,F,25-34,executive_managerial
2227,M,50-55,sales_marketing
2228,M,25-34,programmer
2229,M,45-49,other
2230,F,45-49,academic_educator
2231,M,50-55,lawyer
2232,M,25-34,sales_marketing
2233,F,35-44,clerical_admin
2234,M,56+,academic_educator
2235,M,under_18,k12_student
2236,M,under_18,k12_student
2237,F,35-44,doctor_health_care
2238,F,25-34,college_grad_student
2239,M,18-24,k12_student
2240,M,45-49,programmer
2241,M,45-49,customer_service
2242,M,18-24,college_grad_student
2243,M,45-49,artist
2244,M,under_18,k12_student
2245,M,under_18,k12_student
2246,M,25-34,other
2247,M,45-49,artist
2248,F,35-44,programmer
2249,M,25-34,customer_service
2250,M,18-24,unemployed
2251,M,35-44,sales_marketing
2252,F,18-24,academic_educator
2253,F,50-55,other
2254,M,35-44,customer_service
2255,F,35-44,doctor_health_care
2256,F,45-49,scientist
2257,F,18-24,college_grad_student
2258,F,18-24,college_grad_student
2259,F,56+,self_employed
2260,F,25-34,writer
2261,M,25-34,customer_service
2262,M,45-49,technician_engineer
2263,M,25-34,doctor_health_care
2264,F,45-49,executive_managerial
2265,M,56+,retired
2266,F,50-55,artist
2267,F,56+,retired
2268,F,35-44,academic_educator
2269,F,45-49,other
2270,M,18-24,academic_educator
2271,M,50-55,sales_marketing
2272,M,25-34,other
2273,M,25-34,doctor_health_care
2274,M,18-24,artist
2275,M,56+,executive_managerial
2276,M,56+,retired
2277,F,45-49,homemaker
2278,M,50-55,technician_engineer
2279,M,50-55,executive_managerial
2280,M,56+,doctor_health_care
2281,M,45-49,lawyer
2282,M,50-55,artist
2283,M,35-44,tradesman_craftsman
2284,M,25-34,writer
2285,F,under_18,k12_student
2286,M,35-44,technician_engineer
2287,M,56+,other
2288,M,under_18,k12_student
2289,F,50-55,academic_educator
2290,M,25-34,other
2291,M,45-49,academic_educator
2292,M,50-55,scientist
2293,F,56+,clerical_admin
2294,M,56+,retired
2295,M,45-49,lawyer
2296,F,25-34,doctor_health_care
2297,M,56+,retired
2298,M,35-44,technician_engineer
2299,F,18-24,k12_student
2300,M,56+,retired
2301,F,25-34,programmer
2302,M,50-55,programmer
2303,M,50-55,technician_engineer
2304,M,45-49,programmer
2305,M,50-55,writer
2306,F,18-24,college_grad_student
2307,M,25-34,technician_engineer
2308,F,45-49,self_employed
2309,F,45-49,other
2310,M,45-49,programmer
2311,F,25-34,college_grad_student
2312,M,45-49,other
2313,F,50-55,doctor_health_care
2314,F,25-34,academic_educator
2315,M,56+,executive_managerial
2316,M,35-44,other
2317,F,45-49,homemaker
2318,M,56+,executive_managerial
2319,M,35-44,executive_managerial
2320,F,50-55,academic_educator
2321,M,25-34,executive_managerial
2322,F,56+,retired
2323,M,35-44,clerical_admin
2324,M,35-44,technician_engineer
2325,F,18-24,college_grad_student
2326,M,18-24,college_grad_student
2327,M,18-24,k12_student
2328,M,56+,executive_managerial
2329,F,56+,scientist
2330,M,45-49,executive_managerial
2331,M,56+,academic_educator
2332,M,56+,sales_marketing
2333,M,50-55,doctor_health_care
2334,F,56+,executive_managerial
2335,M,50-55,technician_engineer
2336,M,35-44,tradesman_craftsman
2337,M,35-44,technician_engineer
2338,M,45-49,technician_engineer
2339,F,56+,clerical_admin
2340,M,35-44,artist
2341,M,56+,academic_educator
2342,M,35-44,clerical_admin
2343,F,45-49,academic_educator
2344,M,25-34,programmer
2345,M,35-44,self_employed
2346,F,under_18,k12_student
2347,M,35-44,academic_educator
2348,M,50-55,programmer
2349,M,25-34,farmer
2350,M,18-24,college_grad_student
2351,F,25-34,other
2352,M,50-55,retired
2353,F,35-44,homemaker
2354,M,35-44,lawyer
2355,F,45-49,homemaker
2356,F,50-55,self_employed
2357,F,35-44,sales_marketing
2358,F,56+,doctor_health_care
2359,M,56+,retired
2360,M,50-55,doctor_health_care
2361,M,56+,executive_managerial
2362,M,25-34,sales_marketing
2363,M,50-55,sales_marketing
2364,F,56+,homemaker
2365,M,50-55,executive_managerial
2366,F,45-49,self_employed
2367,F,25-34,homemaker
2368,F,56+,retired
2369,M,35-44,sales_marketing
2370,M,50-55,academic_educator
2371,F,35-44,executive_managerial
2372,F,45-49,executive_managerial
2373,M,45-49,executive_managerial
2374,M,25-34,sales_marketing
2375,F,50-55,executive_managerial
2376,M,25-34,academic_educator
2377,M,35-44,other
2378,M,25-34,clerical_admin
2379,M,18-24,tradesman_craftsman
2380,M,25-34,college_grad_student
2381,F,35-44,homemaker
2382,M,50-55,retired
2383,F,25-34,sales_marketing
2384,M,35-44,technician_engineer
2385,F,45-49,artist
2386,F,25-34,other
2387,M,25-34,technician_engineer
2388,M,56+,customer_service
2389,M,25-34,self_employed
2390,F,25-34,doctor_health_care
2391,M,50-55,tradesman_craftsman
2392,F,56+,clerical_admin
2393,M,56+,retired
2394,M,35-44,doctor_health_care
2395,M,35-44,executive_managerial
2396,F,18-24,other
2397,F,35-44,lawyer
2398,M,25-34,other
2399,M,35-44,technician_engineer
2400,F,25-34,self_employed
2401,M,25-34,college_grad_student
2402,M,45-49,technician_engineer
2403,M,18-24,college_grad_student
2404,M,18-24,executive_managerial
2405,M,50-55,farmer
2406,F,56+,programmer
2407,M,35-44,self_employed
2408,F,45-49,academic_educator
2409,F,35-44,homemaker
2410,M,56+,executive_managerial
2411,F,35-44,sales_marketing
2412,M,56+,retired
2413,F,56+,executive_managerial
2414,M,25-34,academic_educator
2415,M,25-34,executive_managerial
2416,M,45-49,executive_managerial
2417,M,45-49,academic_educator
2418,F,under_18,k12_student
2419,M,25-34,other
2420,M,50-55,executive_managerial
2421,M,35-44,executive_managerial
2422,F,50-55,homemaker
2423,F,45-49,homemaker
2424,M,25-34,technician_engineer
2425,F,35-44,sales_marketing
2426,M,56+,other
2427,F,25-34,sales_marketing
2428,M,45-49,technician_engineer
2429,M,25-34,artist
2430,M,25-34,college_grad_student
2431,F,25-34,college_grad_student
2432,M,25-34,college_grad_student
2433,M,25-34,college_grad_student
2434,M,25-34,college_grad_student
2435,M,25-34,college_grad_student
2436,M,25-34,executive_managerial
2437,M,25-34,college_grad_student
2438,M,35-44,academic_educator
2439,M,45-49,technician_engineer
2440,M,50-55,technician_engineer
2441,F,45-49,doctor_health_care
2442,M,35-44,technician_engineer
2443,F,35-44,other
2444,F,45-49,college_grad_student
2445,M,25-34,other
2446,M,18-24,executive_managerial
2447,M,25-34,sales_marketing
2448,M,35-44,doctor_health_care
2449,M,56+,retired
2450,M,45-49,self_employed
2451,M,45-49,programmer
2452,M,45-49,executive_managerial
2453,M,25-34,executive_managerial
2454,M,18-24,other
2455,M,35-44,executive_managerial
2456,M,25-34,customer_service
2457,M,25-34,other
2458,M,25-34,executive_managerial
2459,M,50-55,executive_managerial
2460,F,50-55,academic_educator
2461,M,18-24,college_grad_student
2462,M,35-44,academic_educator
2463,M,25-34,executive_managerial
2464,F,18-24,college_grad_student
2465,M,50-55,doctor_health_care
2466,M,25-34,scientist
2467,M,under_18,k12_student
2468,M,50-55,academic_educator
2469,M,25-34,college_grad_student
2470,M,35-44,tradesman_craftsman
2471,M,50-55,retired
2472,M,25-34,tradesman_craftsman
2473,M,25-34,programmer
2474,M,25-34,programmer
2475,F,25-34,tradesman_craftsman
2476,M,50-55,programmer
2477,M,45-49,other
2478,M,50-55,academic_educator
2479,F,25-34,academic_educator
2480,F,18-24,writer
2481,M,35-44,sales_marketing
2482,F,50-55,clerical_admin
2483,M,56+,retired
2484,M,45-49,customer_service
2485,M,35-44,sales_marketing
2486,M,18-24,programmer
2487,M,45-49,executive_managerial
2488,F,45-49,artist
2489,F,35-44,homemaker
2490,M,25-34,programmer
2491,M,35-44,executive_managerial
2492,F,45-49,artist
2493,M,45-49,artist
2494,M,18-24,college_grad_student
2495,F,18-24,college_grad_student
2496,M,50-55,academic_educator
2497,F,50-55,sales_marketing
2498,M,56+,tradesman_craftsman
2499,M,50-55,other
2500,M,56+,academic_educator
2501,M,25-34,scientist
2502,M,56+,retired
2503,M,35-44,technician_engineer
2504,M,25-34,executive_managerial
2505,M,25-34,executive_managerial
2506,F,25-34,sales_marketing
2507,M,25-34,college_grad_student
2508,F,35-44,clerical_admin
2509,M,25-34,customer_service
2510,M,25-34,executive_managerial
2511,M,25-34,executive_managerial
2512,F,45-49,sales_marketing
2513,M,56+,academic_educator
2514,M,56+,sales_marketing
2515,M,45-49,programmer
2516,F,45-49,doctor_health_care
2517,F,35-44,homemaker
2518,M,25-34,executive_managerial
2519,F,45-49,artist
2520,F,56+,artist
2521,M,35-44,technician_engineer
2522,M,18-24,lawyer
2523,M,25-34,technician_engineer
2524,F,56+,homemaker
2525,F,35-44,academic_educator
2526,M,56+,retired
2527,M,35-44,scientist
2528,M,56+,other
2529,F,35-44,homemaker
2530,M,18-24,other
2531,F,45-49,executive_managerial
2532,F,56+,retired
2533,F,25-34,clerical_admin
2534,F,50-55,doctor_health_care
2535,F,56+,artist
2536,M,56+,retired
2537,M,35-44,lawyer
2538,M,56+,retired
2539,M,35-44,executive_managerial
2540,F,45-49,doctor_health_care
2541,F,35-44,customer_service
2542,F,45-49,retired
2543,F,35-44,other
2544,M,45-49,academic_educator
2545,M,56+,retired
2546,F,56+,retired
2547,F,35-44,other
2548,F,35-44,doctor_health_care
2549,M,56+,retired
2550,M,50-55,executive_managerial
2551,M,25-34,programmer
2552,F,25-34,homemaker
2553,M,25-34,executive_managerial
2554,M,25-34,academic_educator
2555,M,56+,executive_managerial
2556,M,25-34,college_grad_student
2557,F,18-24,unemployed
2558,M,56+,technician_engineer
2559,M,18-24,k12_student
2560,F,45-49,doctor_health_care
2561,M,25-34,scientist
2562,M,18-24,other
2563,M,45-49,retired
2564,F,35-44,writer
2565,M,35-44,customer_service
2566,M,35-44,technician_engineer
2567,M,25-34,other
2568,M,25-34,technician_engineer
2569,M,45-49,other
2570,F,56+,sales_marketing
2571,M,35-44,technician_engineer
2572,M,35-44,sales_marketing
2573,M,45-49,self_employed
2574,M,50-55,doctor_health_care
2575,M,35-44,executive_managerial
2576,M,18-24,technician_engineer
2577,M,25-34,executive_managerial
2578,M,50-55,executive_managerial
2579,M,35-44,scientist
2580,F,45-49,academic_educator
2581,M,25-34,lawyer
2582,F,25-34,academic_educator
2583,M,35-44,executive_managerial
2584,F,56+,academic_educator
2585,M,45-49,scientist
2586,M,25-34,writer
2587,M,35-44,executive_managerial
2588,F,56+,retired
2589,M,25-34,other
2590,M,18-24,college_grad_student
2591,M,18-24,academic_educator
2592,M,50-55,executive_managerial
2593,M,56+,self_employed
2594,M,35-44,executive_managerial
2595,M,18-24,college_grad_student
2596,M,50-55,executive_managerial
2597,F,50-55,other
2598,M,25-34,technician_engineer
2599,M,25-34,programmer
2600,M,25-34,sales_marketing
2601,M,35-44,self_employed
2602,M,45-49,programmer
2603,M,25-34,technician_engineer
2604,M,25-34,other
2605,M,35-44,executive_managerial
2606,M,50-55,executive_managerial
2607,F,56+,other
2608,F,25-34,academic_educator
2609,F,50-55,programmer
2610,M,45-49,executive_managerial
2611,M,25-34,clerical_admin
2612,F,45-49,clerical_admin
2613,M,35-44,academic_educator
2614,M,25-34,executive_managerial
2615,M,25-34,executive_managerial
2616,M,35-44,executive_managerial
2617,F,45-49,scientist
2618,F,18-24,college_grad_student
2619,M,35-44,programmer
2620,M,18-24,college_grad_student
2621,M,18-24,other
2622,F,35-44,doctor_health_care
2623,M,56+,academic_educator
2624,F,35-44,other
2625,M,35-44,executive_managerial
2626,M,56+,academic_educator
2627,M,25-34,academic_educator
2628,F,25-34,artist
2629,M,25-34,lawyer
2630,F,18-24,customer_service
2631,F,50-55,academic_educator
2632,M,56+,other
2633,F,35-44,homemaker
2634,M,56+,academic_educator
2635,M,35-44,other
2636,M,18-24,programmer
2637,F,35-44,writer
2638,M,25-34,sales_marketing
2639,F,25-34,doctor_health_care
2640,M,35-44,programmer
2641,M,25-34,doctor_health_care
2642,M,25-34,other
2643,M,45-49,technician_engineer
2644,M,18-24,scientist
2645,M,25-34,executive_managerial
2646,M,45-49,technician_engineer
2647,F,35-44,lawyer
2648,M,25-34,technician_engineer
2649,M,25-34,self_employed
2650,M,45-49,executive_managerial
2651,M,56+,sales_marketing
2652,M,35-44,writer
2653,M,25-34,executive_managerial
2654,F,35-44,homemaker
2655,M,35-44,executive_managerial
2656,M,56+,retired
2657,F,under_18,k12_student
2658,M,25-34,executive_managerial
2659,M,35-44,sales_marketing
2660,M,56+,technician_engineer
2661,M,56+,retired
2662,M,25-34,technician_engineer
2663,F,25-34,college_grad_student
2664,M,35-44,executive_managerial
2665,M,35-44,lawyer
2666,M,45-49,self_employed
2667,F,35-44,doctor_health_care
2668,F,25-34,college_grad_student
2669,M,45-49,other
2670,M,35-44,doctor_health_care
2671,F,35-44,programmer
2672,M,35-44,executive_managerial
2673,M,35-44,executive_managerial
2674,M,25-34,college_grad_student
2675,M,35-44,tradesman_craftsman
2676,M,56+,writer
2677,F,35-44,executive_managerial
2678,M,25-34,doctor_health_care
2679,F,18-24,college_grad_student
2680,M,25-34,programmer
2681,F,25-34,college_grad_student
2682,M,18-24,college_grad_student
2683,M,35-44,executive_managerial
2684,F,18-24,other
2685,M,45-49,executive_managerial
2686,M,25-34,other
2687,M,under_18,k12_student
2688,M,25-34,technician_engineer
2689,M,25-34,programmer
2690,M,25-34,executive_managerial
2691,M,18-24,college_grad_student
2692,F,18-24,college_grad_student
2693,M,56+,retired
2694,M,18-24,college_grad_student
2695,M,35-44,lawyer
2696,M,25-34,executive_managerial
2697,F,50-55,technician_engineer
2698,F,25-34,artist
2699,F,56+,retired
2700,M,25-34,executive_managerial
2701,M,45-49,academic_educator
2702,M,45-49,doctor_health_care
2703,M,35-44,lawyer
2704,M,56+,retired
2705,M,25-34,academic_educator
2706,F,25-34,academic_educator
2707,M,56+,retired
2708,M,25-34,executive_managerial
2709,F,25-34,other
2710,M,35-44,technician_engineer
2711,F,25-34,college_grad_student
2712,F,18-24,unemployed
2713,M,25-34,executive_managerial
2714,M,18-24,college_grad_student
2715,F,50-55,college_grad_student
2716,F,50-55,college_grad_student
2717,M,25-34,college_grad_student
2718,F,25-34,college_grad_student
2719,M,25-34,programmer
2720,M,35-44,other
2721,M,45-49,sales_marketing
2722,M,35-44,executive_managerial
2723,F,25-34,homemaker
2724,F,45-49,artist
2725,M,35-44,executive_managerial
2726,M,45-49,lawyer
2727,M,25-34,lawyer
2728,M,35-44,programmer
2729,M,50-55,executive_managerial
2730,M,35-44,lawyer
2731,M,35-44,executive_managerial
2732,M,45-49,technician_engineer
2733,M,45-49,technician_engineer
2734,F,18-24,college_grad_student
2735,M,25-34,executive_managerial
2736,M,45-49,programmer
2737,M,25-34,clerical_admin
2738,F,50-55,artist
2739,F,35-44,executive_managerial
2740,M,45-49,technician_engineer
2741,M,25-34,sales_marketing
2742,M,25-34,technician_engineer
2743,M,25-34,sales_marketing
2744,M,18-24,technician_engineer
2745,F,35-44,academic_educator
2746,M,50-55,sales_marketing
2747,F,18-24,college_grad_student
2748,M,25-34,college_grad_student
2749,M,25-34,programmer
2750,F,25-34,scientist
2751,F,25-34,self_employed
2752,M,25-34,scientist
2753,F,50-55,writer
2754,M,50-55,programmer
2755,M,35-44,executive_managerial
2756,M,18-24,college_grad_student
2757,M,25-34,artist
2758,M,56+,farmer
2759,M,25-34,executive_managerial
2760,M,56+,other
2761,M,35-44,doctor_health_care
2762,M,50-55,self_employed
2763,F,18-24,college_grad_student
2764,M,25-34,executive_managerial
2765,M,50-55,executive_managerial
2766,M,45-49,executive_managerial
2767,M,25-34,other
2768,M,25-34,technician_engineer
2769,M,25-34,executive_managerial
2770,M,35-44,academic_educator
2771,M,18-24,academic_educator
2772,M,35-44,technician_engineer
2773,M,35-44,artist
2774,M,25-34,academic_educator
2775,F,18-24,college_grad_student
2776,M,25-34,sales_marketing
2777,M,18-24,college_grad_student
2778,M,56+,retired
2779,M,35-44,executive_managerial
2780,M,25-34,technician_engineer
2781,M,35-44,college_grad_student
2782,F,18-24,college_grad_student
2783,M,45-49,technician_engineer
2784,M,50-55,writer
2785,M,56+,retired
2786,M,25-34,college_grad_student
2787,M,25-34,college_grad_student
2788,M,56+,academic_educator
2789,M,18-24,college_grad_student
2790,M,25-34,writer
2791,M,56+,executive_managerial
2792,M,18-24,college_grad_student
2793,M,35-44,executive_managerial
2794,M,25-34,artist
2795,M,50-55,retired
2796,M,25-34,sales_marketing
2797,F,25-34,executive_managerial
2798,M,35-44,writer
2799,M,18-24,other
2800,F,18-24,college_grad_student
2801,F,25-34,clerical_admin
2802,M,35-44,writer
2803,M,25-34,executive_managerial
2804,F,35-44,other
2805,M,56+,unemployed
2806,M,under_18,k12_student
2807,F,35-44,lawyer
2808,M,56+,self_employed
2809,M,25-34,executive_managerial
2810,F,under_18,k12_student
2811,M,25-34,unemployed
2812,M,25-34,technician_engineer
2813,M,25-34,writer
2814,M,35-44,executive_managerial
2815,M,35-44,technician_engineer
2816,M,25-34,executive_managerial
2817,M,35-44,programmer
2818,M,25-34,programmer
2819,M,45-49,sales_marketing
2820,F,35-44,other
2821,M,18-24,writer
2822,M,50-55,executive_managerial
2823,M,25-34,college_grad_student
2824,M,18-24,college_grad_student
2825,F,25-34,writer
2826,M,35-44,programmer
2827,M,25-34,technician_engineer
2828,M,18-24,college_grad_student
2829,M,45-49,writer
2830,M,35-44,executive_managerial
2831,M,25-34,other
2832,M,25-34,technician_engineer
2833,M,25-34,scientist
2834,M,35-44,academic_educator
2835,M,35-44,writer
2836,M,25-34,programmer
2837,M,18-24,other
2838,M,18-24,academic_educator
2839,M,25-34,technician_engineer
2840,M,25-34,other
2841,M,50-55,programmer
2842,M,35-44,technician_engineer
2843,F,25-34,college_grad_student
2844,M,25-34,writer
2845,M,25-34,college_grad_student
2846,F,18-24,college_grad_student
2847,M,18-24,college_grad_student
2848,M,25-34,other
2849,M,45-49,lawyer
2850,M,18-24,writer
2851,F,25-34,executive_managerial
2852,M,25-34,programmer
2853,M,under_18,academic_educator
2854,F,18-24,college_grad_student
2855,M,25-34,college_grad_student
2856,M,35-44,lawyer
2857,M,25-34,other
2858,F,under_18,k12_student
2859,M,18-24,academic_educator
2860,M,35-44,technician_engineer
2861,M,25-34,scientist
2862,M,45-49,executive_managerial
2863,F,25-34,artist
2864,F,35-44,clerical_admin
2865,F,25-34,doctor_health_care
2866,M,25-34,executive_managerial
2867,M,45-49,technician_engineer
2868,M,35-44,programmer
2869,M,50-55,technician_engineer
2870,M,50-55,tradesman_craftsman
2871,F,25-34,sales_marketing
2872,M,25-34,writer
2873,F,18-24,college_grad_student
2874,F,35-44,writer
2875,M,25-34,artist
2876,M,25-34,technician_engineer
2877,M,35-44,academic_educator
2878,F,50-55,writer
2879,M,18-24,college_grad_student
2880,M,18-24,programmer
2881,F,25-34,programmer
2882,M,18-24,writer
2883,M,18-24,writer
2884,F,50-55,clerical_admin
2885,F,18-24,academic_educator
2886,M,18-24,college_grad_student
2887,M,25-34,clerical_admin
2888,M,25-34,sales_marketing
2889,M,35-44,clerical_admin
2890,M,35-44,executive_managerial
2891,F,18-24,college_grad_student
2892,M,25-34,college_grad_student
2893,M,25-34,academic_educator
2894,M,18-24,college_grad_student
2895,M,25-34,lawyer
2896,M,18-24,sales_marketing
2897,M,25-34,customer_service
2898,M,18-24,college_grad_student
2899,M,35-44,sales_marketing
2900,M,18-24,programmer
2901,M,25-34,technician_engineer
2902,M,25-34,programmer
2903,M,25-34,self_employed
2904,M,25-34,college_grad_student
2905,M,35-44,technician_engineer
2906,M,35-44,unemployed
2907,F,35-44,customer_service
2908,M,18-24,artist
2909,M,25-34,executive_managerial
2910,M,under_18,unemployed
2911,F,25-34,college_grad_student
2912,F,18-24,college_grad_student
2913,F,35-44,writer
2914,M,25-34,college_grad_student
2915,M,25-34,executive_managerial
2916,M,45-49,artist
2917,M,25-34,other
2918,M,25-34,programmer
2919,M,18-24,technician_engineer
2920,M,25-34,artist
2921,M,50-55,academic_educator
2922,M,25-34,technician_engineer
2923,M,35-44,programmer
2924,F,18-24,college_grad_student
2925,F,25-34,college_grad_student
2926,F,18-24,artist
2927,M,25-34,programmer
2928,M,25-34,artist
2929,M,18-24,artist
2930,M,50-55,technician_engineer
2931,M,18-24,college_grad_student
2932,M,25-34,programmer
2933,M,35-44,lawyer
2934,F,35-44,writer
2935,M,25-34,other
2936,F,18-24,college_grad_student
2937,F,18-24,college_grad_student
2938,F,25-34,other
2939,F,25-34,scientist
2940,M,25-34,other
2941,M,35-44,programmer
2942,F,50-55,academic_educator
2943,M,35-44,programmer
2944,F,18-24,college_grad_student
2945,F,35-44,technician_engineer
2946,M,35-44,self_employed
2947,F,25-34,other
2948,M,18-24,sales_marketing
2949,M,25-34,technician_engineer
2950,M,18-24,other
2951,F,35-44,sales_marketing
2952,M,25-34,college_grad_student
2953,M,25-34,writer
2954,M,18-24,artist
2955,M,35-44,sales_marketing
2956,M,25-34,programmer
2957,M,18-24,college_grad_student
2958,M,25-34,executive_managerial
2959,M,35-44,technician_engineer
2960,M,18-24,college_grad_student
2961,M,50-55,technician_engineer
2962,M,35-44,clerical_admin
2963,F,18-24,college_grad_student
2964,M,25-34,technician_engineer
2965,F,35-44,college_grad_student
2966,F,25-34,college_grad_student
2967,M,25-34,other
2968,F,18-24,other
2969,M,25-34,executive_managerial
2970,M,18-24,college_grad_student
2971,M,25-34,college_grad_student
2972,M,25-34,college_grad_student
2973,F,18-24,college_grad_student
2974,M,18-24,college_grad_student
2975,M,35-44,lawyer
2976,M,18-24,writer
2977,F,18-24,college_grad_student
2978,M,35-44,writer
2979,M,35-44,artist
2980,M,45-49,executive_managerial
2981,M,45-49,doctor_health_care
2982,M,25-34,college_grad_student
2983,M,18-24,college_grad_student
2984,M,25-34,college_grad_student
2985,M,18-24,college_grad_student
2986,M,25-34,college_grad_student
2987,M,18-24,college_grad_student
2988,F,18-24,doctor_health_care
2989,M,35-44,programmer
2990,M,35-44,programmer
2991,M,50-55,academic_educator
2992,M,18-24,college_grad_student
2993,M,18-24,unemployed
2994,M,35-44,customer_service
2995,M,25-34,scientist
2996,M,18-24,other
2997,F,35-44,self_employed
2998,F,25-34,academic_educator
2999,M,25-34,executive_managerial
3000,M,25-34,college_grad_student
3001,M,18-24,college_grad_student
3002,M,45-49,lawyer
3003,M,18-24,scientist
3004,F,18-24,college_grad_student
3005,M,25-34,technician_engineer
3006,M,18-24,college_grad_student
3007,M,35-44,other
3008,M,18-24,college_grad_student
3009,F,35-44,clerical_admin
3010,M,25-34,programmer
3011,M,25-34,academic_educator
3012,M,25-34,programmer
3013,M,45-49,technician_engineer
